Gene,Essential OEG
WBGene00003537,Non-essential
WBGene00015725,Non-essential
WBGene00017939,Non-essential
WBGene00005528,Non-essential
WBGene00000637,Non-essential
WBGene00015488,Non-essential
WBGene00020616,Non-essential
WBGene00005161,Non-essential
WBGene00013713,Non-essential
WBGene00018208,Non-essential
WBGene00005958,Non-essential
WBGene00013913,Non-essential
WBGene00016279,Non-essential
WBGene00019042,Non-essential
WBGene00015708,Non-essential
WBGene00019314,Non-essential
WBGene00000029,Non-essential
WBGene00007360,Non-essential
WBGene00020939,Non-essential
WBGene00019422,Non-essential
WBGene00008574,Non-essential
WBGene00017896,Non-essential
WBGene00017194,Non-essential
WBGene00021454,Non-essential
WBGene00018260,Non-essential
WBGene00015961,Non-essential
WBGene00007353,Non-essential
WBGene00010887,Non-essential
WBGene00003745,Non-essential
WBGene00009599,Non-essential
WBGene00020697,Non-essential
WBGene00016046,Non-essential
WBGene00006072,Non-essential
WBGene00013297,Non-essential
WBGene00015129,Non-essential
WBGene00017908,Non-essential
WBGene00020241,Non-essential
WBGene00006694,Non-essential
WBGene00003463,Non-essential
WBGene00016425,Non-essential
WBGene00008520,Non-essential
WBGene00013484,Non-essential
WBGene00020608,Non-essential
WBGene00018142,Non-essential
WBGene00016577,Non-essential
WBGene00013903,Non-essential
WBGene00009422,Non-essential
WBGene00000598,Non-essential
WBGene00011928,Non-essential
WBGene00003462,Non-essential
WBGene00018823,Non-essential
WBGene00013282,Non-essential
WBGene00017930,Non-essential
WBGene00016233,Non-essential
WBGene00015886,Non-essential
WBGene00019772,Non-essential
WBGene00015257,Non-essential
WBGene00008652,Non-essential
WBGene00008073,Non-essential
WBGene00011573,Non-essential
WBGene00012464,Non-essential
WBGene00003434,Non-essential
WBGene00005437,Non-essential
WBGene00015722,Non-essential
WBGene00012357,Non-essential
WBGene00003769,Non-essential
WBGene00009755,Non-essential
WBGene00010752,Non-essential
WBGene00017585,Non-essential
WBGene00008937,Non-essential
WBGene00000525,Non-essential
WBGene00007259,Non-essential
WBGene00000721,Non-essential
WBGene00020747,Non-essential
WBGene00007405,Non-essential
WBGene00011202,Non-essential
WBGene00016594,Non-essential
WBGene00000621,Non-essential
WBGene00002115,Non-essential
WBGene00010738,Non-essential
WBGene00000659,Non-essential
WBGene00016831,Non-essential
WBGene00009854,Non-essential
WBGene00011649,Non-essential
WBGene00000748,Non-essential
WBGene00011358,Non-essential
WBGene00017631,Non-essential
WBGene00020650,Non-essential
WBGene00007427,Non-essential
WBGene00008292,Non-essential
WBGene00007366,Non-essential
WBGene00000722,Non-essential
WBGene00005684,Non-essential
WBGene00016125,Non-essential
WBGene00001386,Non-essential
WBGene00013910,Non-essential
WBGene00007629,Non-essential
WBGene00007421,Non-essential
WBGene00005712,Non-essential
WBGene00018237,Non-essential
WBGene00001070,Non-essential
WBGene00018767,Non-essential
WBGene00006197,Non-essential
WBGene00194641,Non-essential
WBGene00015340,Non-essential
WBGene00012439,Non-essential
WBGene00000070,Non-essential
WBGene00018981,Non-essential
WBGene00006103,Non-essential
WBGene00015870,Non-essential
WBGene00000760,Non-essential
WBGene00001781,Non-essential
WBGene00016917,Non-essential
WBGene00015526,Non-essential
WBGene00013280,Non-essential
WBGene00005316,Non-essential
WBGene00020987,Non-essential
WBGene00009720,Non-essential
WBGene00007447,Non-essential
WBGene00019438,Non-essential
WBGene00006137,Non-essential
WBGene00005292,Non-essential
WBGene00015131,Non-essential
WBGene00007408,Non-essential
WBGene00003766,Non-essential
WBGene00018470,Non-essential
WBGene00017851,Non-essential
WBGene00018169,Non-essential
WBGene00009624,Non-essential
WBGene00016756,Non-essential
WBGene00011656,Non-essential
WBGene00005259,Non-essential
WBGene00017969,Non-essential
WBGene00017336,Non-essential
WBGene00009523,Non-essential
WBGene00010216,Non-essential
WBGene00012261,Essential
WBGene00009251,Non-essential
WBGene00009384,Non-essential
WBGene00000601,Non-essential
WBGene00010514,Non-essential
WBGene00007685,Non-essential
WBGene00005721,Non-essential
WBGene00023407,Non-essential
WBGene00014253,Non-essential
WBGene00010128,Non-essential
WBGene00011974,Non-essential
WBGene00016417,Non-essential
WBGene00004993,Non-essential
WBGene00020772,Non-essential
WBGene00020484,Non-essential
WBGene00000726,Non-essential
WBGene00012011,Non-essential
WBGene00015544,Non-essential
WBGene00005281,Non-essential
WBGene00021965,Non-essential
WBGene00018428,Non-essential
WBGene00022662,Non-essential
WBGene00005414,Non-essential
WBGene00007343,Non-essential
WBGene00015493,Non-essential
WBGene00011262,Non-essential
WBGene00000462,Non-essential
WBGene00020578,Non-essential
WBGene00015409,Non-essential
WBGene00009420,Non-essential
WBGene00018726,Non-essential
WBGene00005748,Non-essential
WBGene00007232,Non-essential
WBGene00021045,Non-essential
WBGene00000660,Non-essential
WBGene00020901,Non-essential
WBGene00006013,Non-essential
WBGene00009421,Non-essential
WBGene00014116,Non-essential
WBGene00006174,Non-essential
WBGene00019372,Non-essential
WBGene00017201,Non-essential
WBGene00017518,Non-essential
WBGene00012878,Non-essential
WBGene00019738,Non-essential
WBGene00005003,Non-essential
WBGene00022509,Non-essential
WBGene00017393,Non-essential
WBGene00020464,Non-essential
WBGene00000610,Non-essential
WBGene00017656,Non-essential
WBGene00005471,Non-essential
WBGene00018903,Non-essential
WBGene00018675,Non-essential
WBGene00015599,Non-essential
WBGene00020828,Non-essential
WBGene00009029,Non-essential
WBGene00010525,Non-essential
WBGene00017095,Non-essential
WBGene00003536,Non-essential
WBGene00012096,Non-essential
WBGene00012383,Non-essential
WBGene00005633,Non-essential
WBGene00008611,Non-essential
WBGene00015255,Non-essential
WBGene00013473,Non-essential
WBGene00006179,Non-essential
WBGene00008617,Non-essential
WBGene00002088,Non-essential
WBGene00019012,Non-essential
WBGene00018615,Non-essential
WBGene00017228,Non-essential
WBGene00018683,Non-essential
WBGene00001693,Non-essential
WBGene00013951,Non-essential
WBGene00007415,Non-essential
WBGene00018084,Non-essential
WBGene00016551,Non-essential
WBGene00017422,Non-essential
WBGene00015153,Non-essential
WBGene00008173,Non-essential
WBGene00003452,Non-essential
WBGene00011643,Non-essential
WBGene00005032,Non-essential
WBGene00018375,Non-essential
WBGene00017183,Non-essential
WBGene00010001,Non-essential
WBGene00007306,Non-essential
WBGene00016891,Non-essential
WBGene00009913,Non-essential
WBGene00005330,Non-essential
WBGene00014192,Non-essential
WBGene00019519,Non-essential
WBGene00015447,Non-essential
WBGene00011465,Non-essential
WBGene00010660,Non-essential
WBGene00007833,Non-essential
WBGene00005123,Non-essential
WBGene00017401,Non-essential
WBGene00005033,Non-essential
WBGene00000752,Non-essential
WBGene00002206,Non-essential
WBGene00000053,Non-essential
WBGene00016153,Non-essential
WBGene00020474,Non-essential
WBGene00015199,Non-essential
WBGene00019856,Non-essential
WBGene00020233,Non-essential
WBGene00017659,Non-essential
WBGene00016472,Non-essential
WBGene00008917,Non-essential
WBGene00018650,Non-essential
WBGene00008820,Non-essential
WBGene00019986,Non-essential
WBGene00019640,Non-essential
WBGene00005221,Non-essential
WBGene00018158,Non-essential
WBGene00010574,Non-essential
WBGene00006134,Non-essential
WBGene00005004,Non-essential
WBGene00010530,Non-essential
WBGene00016731,Non-essential
WBGene00007437,Non-essential
WBGene00005523,Non-essential
WBGene00012107,Non-essential
WBGene00006076,Non-essential
WBGene00011400,Non-essential
WBGene00010460,Non-essential
WBGene00012336,Non-essential
WBGene00015151,Non-essential
WBGene00005989,Non-essential
WBGene00018418,Non-essential
WBGene00003456,Non-essential
WBGene00006281,Non-essential
WBGene00018645,Non-essential
WBGene00000693,Non-essential
WBGene00007218,Non-essential
WBGene00021042,Non-essential
WBGene00011278,Non-essential
WBGene00000702,Non-essential
WBGene00020364,Non-essential
WBGene00020048,Non-essential
WBGene00007156,Non-essential
WBGene00016003,Non-essential
WBGene00021731,Non-essential
WBGene00019112,Non-essential
WBGene00006226,Non-essential
WBGene00019203,Non-essential
WBGene00021123,Non-essential
WBGene00015751,Non-essential
WBGene00006008,Non-essential
WBGene00006090,Non-essential
WBGene00005005,Non-essential
WBGene00011065,Non-essential
WBGene00005051,Non-essential
WBGene00001065,Non-essential
WBGene00014105,Non-essential
WBGene00012547,Non-essential
WBGene00017955,Non-essential
WBGene00020750,Non-essential
WBGene00016827,Non-essential
WBGene00018871,Non-essential
WBGene00003740,Non-essential
WBGene00004118,Non-essential
WBGene00016597,Non-essential
WBGene00012268,Non-essential
WBGene00011837,Non-essential
WBGene00010352,Non-essential
WBGene00016276,Non-essential
WBGene00010022,Non-essential
WBGene00020568,Non-essential
WBGene00015072,Non-essential
WBGene00003468,Non-essential
WBGene00017030,Non-essential
WBGene00005533,Non-essential
WBGene00014073,Non-essential
WBGene00010219,Non-essential
WBGene00009038,Non-essential
WBGene00011208,Non-essential
WBGene00007769,Non-essential
WBGene00017270,Non-essential
WBGene00011020,Non-essential
WBGene00011397,Non-essential
WBGene00019478,Non-essential
WBGene00015362,Non-essential
WBGene00018298,Non-essential
WBGene00010165,Non-essential
WBGene00001570,Non-essential
WBGene00010360,Non-essential
WBGene00017828,Non-essential
WBGene00009873,Non-essential
WBGene00007325,Non-essential
WBGene00009400,Non-essential
WBGene00010835,Non-essential
WBGene00011753,Non-essential
WBGene00009476,Non-essential
WBGene00015996,Non-essential
WBGene00006007,Non-essential
WBGene00017231,Non-essential
WBGene00006257,Non-essential
WBGene00007518,Non-essential
WBGene00000627,Non-essential
WBGene00011899,Non-essential
WBGene00015473,Non-essential
WBGene00018257,Non-essential
WBGene00017824,Non-essential
WBGene00018626,Non-essential
WBGene00010469,Non-essential
WBGene00011418,Non-essential
WBGene00000749,Non-essential
WBGene00016766,Non-essential
WBGene00007774,Non-essential
WBGene00022826,Non-essential
WBGene00002106,Non-essential
WBGene00015444,Non-essential
WBGene00008893,Non-essential
WBGene00007649,Non-essential
WBGene00006459,Non-essential
WBGene00000695,Non-essential
WBGene00001728,Non-essential
WBGene00015707,Non-essential
WBGene00020050,Non-essential
WBGene00009121,Non-essential
WBGene00000622,Non-essential
WBGene00003758,Non-essential
WBGene00043952,Non-essential
WBGene00016815,Non-essential
WBGene00012782,Non-essential
WBGene00009434,Non-essential
WBGene00009459,Non-essential
WBGene00010372,Non-essential
WBGene00018504,Non-essential
WBGene00002254,Non-essential
WBGene00009633,Non-essential
WBGene00013478,Non-essential
WBGene00018717,Non-essential
WBGene00022522,Non-essential
WBGene00022845,Non-essential
WBGene00012211,Non-essential
WBGene00011918,Non-essential
WBGene00008010,Non-essential
WBGene00000657,Non-essential
WBGene00010528,Non-essential
WBGene00020605,Non-essential
WBGene00019483,Non-essential
WBGene00008001,Non-essential
WBGene00012165,Non-essential
WBGene00020468,Non-essential
WBGene00010188,Non-essential
WBGene00019409,Non-essential
WBGene00020769,Non-essential
WBGene00007867,Non-essential
WBGene00000034,Non-essential
WBGene00012940,Non-essential
WBGene00009359,Non-essential
WBGene00017371,Non-essential
WBGene00022643,Non-essential
WBGene00012475,Non-essential
WBGene00010343,Non-essential
WBGene00016347,Non-essential
WBGene00015421,Non-essential
WBGene00008199,Non-essential
WBGene00005370,Non-essential
WBGene00009573,Non-essential
WBGene00012783,Non-essential
WBGene00017376,Non-essential
WBGene00000750,Non-essential
WBGene00013778,Non-essential
WBGene00016752,Non-essential
WBGene00020870,Non-essential
WBGene00000719,Non-essential
WBGene00020585,Non-essential
WBGene00017156,Non-essential
WBGene00005495,Non-essential
WBGene00014137,Non-essential
WBGene00007142,Non-essential
WBGene00000645,Non-essential
WBGene00016039,Non-essential
WBGene00010656,Non-essential
WBGene00017453,Non-essential
WBGene00011363,Non-essential
WBGene00011902,Non-essential
WBGene00015904,Non-essential
WBGene00010588,Non-essential
WBGene00007604,Non-essential
WBGene00005634,Non-essential
WBGene00003057,Non-essential
WBGene00017222,Non-essential
WBGene00017417,Non-essential
WBGene00018988,Non-essential
WBGene00006978,Non-essential
WBGene00022699,Non-essential
WBGene00017658,Non-essential
WBGene00016302,Non-essential
WBGene00020232,Non-essential
WBGene00020179,Non-essential
WBGene00005527,Non-essential
WBGene00005529,Non-essential
WBGene00016475,Non-essential
WBGene00019704,Non-essential
WBGene00015607,Non-essential
WBGene00021030,Non-essential
WBGene00009807,Non-essential
WBGene00005086,Non-essential
WBGene00016403,Non-essential
WBGene00000845,Non-essential
WBGene00008541,Non-essential
WBGene00009410,Non-essential
WBGene00012649,Non-essential
WBGene00022730,Non-essential
WBGene00020180,Non-essential
WBGene00015341,Non-essential
WBGene00022528,Non-essential
WBGene00016044,Non-essential
WBGene00007472,Non-essential
WBGene00007467,Non-essential
WBGene00005331,Non-essential
WBGene00002204,Non-essential
WBGene00020906,Non-essential
WBGene00017018,Non-essential
WBGene00009676,Non-essential
WBGene00011654,Non-essential
WBGene00009900,Non-essential
WBGene00016379,Non-essential
WBGene00007420,Non-essential
WBGene00005347,Non-essential
WBGene00009820,Non-essential
WBGene00006084,Non-essential
WBGene00018536,Non-essential
WBGene00012798,Non-essential
WBGene00000615,Non-essential
WBGene00006048,Non-essential
WBGene00005543,Non-essential
WBGene00015762,Non-essential
WBGene00005824,Non-essential
WBGene00019840,Non-essential
WBGene00005521,Non-essential
WBGene00019524,Non-essential
WBGene00005607,Non-essential
WBGene00011770,Non-essential
WBGene00009950,Non-essential
WBGene00007414,Non-essential
WBGene00005539,Non-essential
WBGene00020804,Non-essential
WBGene00009538,Non-essential
WBGene00005463,Non-essential
WBGene00005912,Non-essential
WBGene00018828,Non-essential
WBGene00017938,Non-essential
WBGene00010468,Non-essential
WBGene00011800,Non-essential
WBGene00008324,Non-essential
WBGene00015933,Non-essential
WBGene00014173,Non-essential
WBGene00005807,Non-essential
WBGene00016687,Non-essential
WBGene00008313,Non-essential
WBGene00017667,Non-essential
WBGene00009085,Non-essential
WBGene00015769,Non-essential
WBGene00000633,Non-essential
WBGene00010088,Non-essential
WBGene00009415,Non-essential
WBGene00015106,Non-essential
WBGene00016646,Non-essential
WBGene00018497,Non-essential
WBGene00017249,Non-essential
WBGene00019373,Non-essential
WBGene00008889,Non-essential
WBGene00012256,Non-essential
WBGene00000606,Non-essential
WBGene00007322,Non-essential
WBGene00007336,Non-essential
WBGene00017203,Non-essential
WBGene00019437,Non-essential
WBGene00007687,Non-essential
WBGene00017833,Non-essential
WBGene00022588,Non-essential
WBGene00000556,Non-essential
WBGene00022637,Non-essential
WBGene00008529,Non-essential
WBGene00017912,Non-essential
WBGene00015833,Non-essential
WBGene00016012,Non-essential
WBGene00008542,Non-essential
WBGene00009303,Non-essential
WBGene00017411,Non-essential
WBGene00013230,Non-essential
WBGene00016466,Non-essential
WBGene00017786,Non-essential
WBGene00005549,Non-essential
WBGene00015537,Non-essential
WBGene00020377,Non-essential
WBGene00019186,Non-essential
WBGene00018938,Non-essential
WBGene00010672,Non-essential
WBGene00009779,Non-essential
WBGene00007458,Non-essential
WBGene00011516,Non-essential
WBGene00011709,Non-essential
WBGene00010041,Non-essential
WBGene00010760,Non-essential
WBGene00020219,Non-essential
WBGene00017396,Non-essential
WBGene00007607,Non-essential
WBGene00017808,Non-essential
WBGene00007817,Non-essential
WBGene00006001,Non-essential
WBGene00004973,Non-essential
WBGene00019618,Non-essential
WBGene00011581,Non-essential
WBGene00019053,Non-essential
WBGene00019452,Non-essential
WBGene00019981,Non-essential
WBGene00001450,Non-essential
WBGene00008142,Non-essential
WBGene00016648,Non-essential
WBGene00018875,Non-essential
