	Q96RS6	Q96K31	Q6KF10	Q8TAT2	Q9H0F6	Q99575	Q13630	Q9NX95	P34981
Q13907	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IPR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3MIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08188	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4ZG55	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42680	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22102	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15079	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NUR3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P26717	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4KMG9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60671	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WXG1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHK6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q53HC9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C0I1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6M1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TAK6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96P69	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYW7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21926	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NR22	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60287	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5BJH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3SY17	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55087	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43148	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96N76	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95918	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6Y1H2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35462	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NHB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NET4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95196	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55735	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFR9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WXA3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07617	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWQ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37023	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q38SD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10809	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2H1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14669	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UM73	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZUT9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13349	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50570	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZW4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P59510	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0FGR9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96DL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60902	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15631	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86SP6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96FX7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P219	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2TAC6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P59542	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYV9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P59046	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13751	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P597	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2T6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z2X4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14679	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20916	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZR52	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02338	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2T9K0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92503	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01130	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22914	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZF3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z3F1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96BZ4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86SQ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96AX2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8K4G0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQ84	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q58EX2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZMG9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14435	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10644	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BVT8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13569	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DML3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UI08	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49447	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q32M45	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZUT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q658P3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86XR5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51878	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N608	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22392	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96JM4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94876	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5XUX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68D51	NA	NA	NA	NA	NA	NA	NA	NA	NA
P19075	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULM6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42785	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3MIN7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q1L5Z9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y234	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZW7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z3U7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92481	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T4F4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15328	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14980	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21728	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969W1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0VAA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969X5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TB61	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MT7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IV13	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51161	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13995	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95630	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51687	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NUY8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2L8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96FS4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L1I2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07225	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43663	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UX53	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q70CQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGE1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09525	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UPM6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2M1P5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50991	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00522	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N8W4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5H1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULT0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3LXA3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07602	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14874	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96GM5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BQB6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96C00	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGF6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DMM9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15551	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXU9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q49AJ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27144	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTY1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14764	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MW92	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NR71	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXS9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P45983	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50226	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96ER9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35070	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15514	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H903	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02771	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17041	NA	NA	NA	NA	NA	NA	NA	NA	NA
P18075	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NDW4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q76N89	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61601	NA	NA	NA	NA	NA	NA	NA	NA	NA
P63104	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05556	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L9L4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07195	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P0J1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TD31	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T8D3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23763	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35749	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y4F3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2QL34	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P996	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5U623	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P9F5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y223	NA	NA	NA	NA	NA	NA	NA	NA	NA
P80404	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWW8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P04439	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60830	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UGF7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNL4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N6M3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NI38	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86UL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MXV4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16236	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WZA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HCQ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N8A6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDH9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C1S8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y232	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96ED9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92685	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y592	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94759	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z769	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92544	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14595	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75452	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TCT9	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MZ26	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13790	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VZY2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MTJ3	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MV81	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20591	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5H3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2C3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N413	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61236	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6DD88	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TAT6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60716	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UIC8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50747	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZUK4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33527	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C7M7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z745	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22234	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVF6	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MTA8	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MXD5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZK5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39086	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14149	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14555	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P57052	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47871	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94967	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6L9T8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N108	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15232	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VXJ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VYY2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VXI9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40197	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96GN5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PX6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60941	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WU76	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95998	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29973	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L5L3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41182	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HBI6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNN4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZV29	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TE96	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BSE2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43379	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14980	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NHS4	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NM10	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32322	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P56279	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H0A6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P81274	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NSI8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13946	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75147	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52788	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02787	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6YHU6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N5U1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28476	NA	NA	NA	NA	NA	NA	NA	NA	NA
P18825	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96R47	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5GH70	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95007	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D2G3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MW7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P59535	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WXR4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08AI6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BV87	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBP9	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFY4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15858	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13402	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q09328	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UJ71	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6I8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZT8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NXE4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZVZ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4J6C6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01732	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z3C6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UX34	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z3J3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51826	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4UGR9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43151	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75923	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23229	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HCG8	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGY3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0CG39	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13478	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2U5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08AE8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P62820	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86TG1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P988	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16112	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N987	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q10981	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IFN5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HCD6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHG3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01275	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75310	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H2X9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IY63	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2VIQ3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N9U0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFN9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P62987	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NEM8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55268	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13631	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y225	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49662	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BRC7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96I25	NA	NA	NA	NA	NA	NA	NA	NA	NA
P12872	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BPW9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55061	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9JRZ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NUI2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P283	NA	NA	NA	NA	NA	NA	NA	NA	NA
P18859	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q495C1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UI47	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969I6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P1Q0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5HYA8	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0PG75	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MT70	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15375	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WVV9	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJZ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C7M8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WXI3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96T55	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96E16	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14264	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6QL64	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20020	NA	NA	NA	NA	NA	NA	NA	NA	NA
B2CW77	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5JS54	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5FWE3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y4R7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92925	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0CG38	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6U841	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WY41	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60282	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBC5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NB12	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NR16	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6R1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20036	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15496	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N720	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NHB8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N3H0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NYC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZP80	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NP11	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q155Q3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96I27	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96M96	NA	NA	NA	NA	NA	NA	NA	NA	NA
P45984	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NPR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P0U3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28676	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UI10	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6TFL4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5JPH6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MH6	NA	NA	NA	NA	NA	NA	NA	NA	NA
B2RXF0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NC44	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95398	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N148	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13123	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35499	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IY81	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2N6	NA	NA	NA	NA	NA	NA	NA	NA	NA
